Timestamp,CAN_Id,Message_Name,Signal_Name,Physical_Value,Units,Bus_Channel
12.000000,0x20C,EPS_Feedback_02,Steering_Angle,8.63,Deg,CAN_FD_1
12.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
13.000000,0x18F,EPS_Status_01,Motor_Current,4.87,Amps,CAN_FD_1
13.000000,0x18F,EPS_Status_01,Inverter_Temp,42.02,C,CAN_FD_1
13.000000,0x20C,EPS_Feedback_02,Steering_Angle,8.78,Deg,CAN_FD_1
13.000000,0x20C,EPS_Feedback_02,System_Voltage,12.18,V,CAN_FD_1
14.000000,0x18F,EPS_Status_01,Motor_Current,5.55,Amps,CAN_FD_1
14.000000,0x18F,EPS_Status_01,Inverter_Temp,42.00,C,CAN_FD_1
14.000000,0x20C,EPS_Feedback_02,Steering_Angle,9.92,Deg,CAN_FD_1
14.000000,0x20C,EPS_Feedback_02,System_Voltage,12.22,V,CAN_FD_1
15.000000,0x18F,EPS_Status_01,Motor_Current,5.00,Amps,CAN_FD_1
15.000000,0x18F,EPS_Status_01,Inverter_Temp,42.05,C,CAN_FD_1
15.000000,0x20C,EPS_Feedback_02,Steering_Angle,10.42,Deg,CAN_FD_1
15.000000,0x20C,EPS_Feedback_02,System_Voltage,12.22,V,CAN_FD_1
16.000000,0x18F,EPS_Status_01,Motor_Current,4.94,Amps,CAN_FD_1
16.000000,0x18F,EPS_Status_01,Inverter_Temp,42.02,C,CAN_FD_1
16.000000,0x20C,EPS_Feedback_02,Steering_Angle,10.74,Deg,CAN_FD_1
16.000000,0x20C,EPS_Feedback_02,System_Voltage,12.23,V,CAN_FD_1
17.000000,0x18F,EPS_Status_01,Motor_Current,4.77,Amps,CAN_FD_1
17.000000,0x18F,EPS_Status_01,Inverter_Temp,42.02,C,CAN_FD_1
17.000000,0x20C,EPS_Feedback_02,Steering_Angle,11.04,Deg,CAN_FD_1
17.000000,0x20C,EPS_Feedback_02,System_Voltage,12.17,V,CAN_FD_1
18.000000,0x18F,EPS_Status_01,Motor_Current,4.79,Amps,CAN_FD_1
18.000000,0x18F,EPS_Status_01,Inverter_Temp,42.04,C,CAN_FD_1
18.000000,0x20C,EPS_Feedback_02,Steering_Angle,11.91,Deg,CAN_FD_1
18.000000,0x20C,EPS_Feedback_02,System_Voltage,12.15,V,CAN_FD_1
19.000000,0x18F,EPS_Status_01,Motor_Current,5.14,Amps,CAN_FD_1
19.000000,0x18F,EPS_Status_01,Inverter_Temp,42.00,C,CAN_FD_1
19.000000,0x20C,EPS_Feedback_02,Steering_Angle,12.50,Deg,CAN_FD_1
19.000000,0x20C,EPS_Feedback_02,System_Voltage,12.25,V,CAN_FD_1
20.000000,0x18F,EPS_Status_01,Motor_Current,4.90,Amps,CAN_FD_1
20.000000,0x18F,EPS_Status_01,Inverter_Temp,42.05,C,CAN_FD_1
20.000000,0x20C,EPS_Feedback_02,Steering_Angle,12.51,Deg,CAN_FD_1
20.000000,0x20C,EPS_Feedback_02,System_Voltage,12.23,V,CAN_FD_1
21.000000,0x18F,EPS_Status_01,Motor_Current,5.10,Amps,CAN_FD_1
21.000000,0x18F,EPS_Status_01,Inverter_Temp,42.01,C,CAN_FD_1
21.000000,0x20C,EPS_Feedback_02,Steering_Angle,13.31,Deg,CAN_FD_1
21.000000,0x20C,EPS_Feedback_02,System_Voltage,12.21,V,CAN_FD_1
22.000000,0x18F,EPS_Status_01,Motor_Current,5.03,Amps,CAN_FD_1
22.000000,0x18F,EPS_Status_01,Inverter_Temp,42.02,C,CAN_FD_1
22.000000,0x20C,EPS_Feedback_02,Steering_Angle,13.09,Deg,CAN_FD_1
22.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
23.000000,0x18F,EPS_Status_01,Motor_Current,4.85,Amps,CAN_FD_1
23.000000,0x18F,EPS_Status_01,Inverter_Temp,42.04,C,CAN_FD_1
23.000000,0x20C,EPS_Feedback_02,Steering_Angle,13.47,Deg,CAN_FD_1
23.000000,0x20C,EPS_Feedback_02,System_Voltage,12.15,V,CAN_FD_1
24.000000,0x18F,EPS_Status_01,Motor_Current,4.90,Amps,CAN_FD_1
24.000000,0x18F,EPS_Status_01,Inverter_Temp,42.00,C,CAN_FD_1
24.000000,0x20C,EPS_Feedback_02,Steering_Angle,13.97,Deg,CAN_FD_1
24.000000,0x20C,EPS_Feedback_02,System_Voltage,12.18,V,CAN_FD_1
25.000000,0x18F,EPS_Status_01,Motor_Current,4.92,Amps,CAN_FD_1
25.000000,0x18F,EPS_Status_01,Inverter_Temp,42.00,C,CAN_FD_1
25.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.05,Deg,CAN_FD_1
25.000000,0x20C,EPS_Feedback_02,System_Voltage,12.17,V,CAN_FD_1
26.000000,0x18F,EPS_Status_01,Motor_Current,5.01,Amps,CAN_FD_1
26.000000,0x18F,EPS_Status_01,Inverter_Temp,42.04,C,CAN_FD_1
26.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.54,Deg,CAN_FD_1
26.000000,0x20C,EPS_Feedback_02,System_Voltage,12.21,V,CAN_FD_1
27.000000,0x18F,EPS_Status_01,Motor_Current,5.19,Amps,CAN_FD_1
27.000000,0x18F,EPS_Status_01,Inverter_Temp,42.02,C,CAN_FD_1
27.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.57,Deg,CAN_FD_1
27.000000,0x20C,EPS_Feedback_02,System_Voltage,12.18,V,CAN_FD_1
28.000000,0x18F,EPS_Status_01,Motor_Current,5.00,Amps,CAN_FD_1
28.000000,0x18F,EPS_Status_01,Inverter_Temp,42.05,C,CAN_FD_1
28.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.90,Deg,CAN_FD_1
28.000000,0x20C,EPS_Feedback_02,System_Voltage,12.20,V,CAN_FD_1
29.000000,0x18F,EPS_Status_01,Motor_Current,4.78,Amps,CAN_FD_1
29.000000,0x18F,EPS_Status_01,Inverter_Temp,42.02,C,CAN_FD_1
29.000000,0x20C,EPS_Feedback_02,Steering_Angle,15.15,Deg,CAN_FD_1
29.000000,0x20C,EPS_Feedback_02,System_Voltage,12.22,V,CAN_FD_1
30.000000,0x18F,EPS_Status_01,Motor_Current,5.01,Amps,CAN_FD_1
30.000000,0x18F,EPS_Status_01,Inverter_Temp,42.03,C,CAN_FD_1
30.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.91,Deg,CAN_FD_1
30.000000,0x20C,EPS_Feedback_02,System_Voltage,12.23,V,CAN_FD_1
31.000000,0x18F,EPS_Status_01,Motor_Current,5.22,Amps,CAN_FD_1
31.000000,0x18F,EPS_Status_01,Inverter_Temp,42.01,C,CAN_FD_1
31.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.99,Deg,CAN_FD_1
31.000000,0x20C,EPS_Feedback_02,System_Voltage,12.22,V,CAN_FD_1
32.000000,0x18F,EPS_Status_01,Motor_Current,4.96,Amps,CAN_FD_1
32.000000,0x18F,EPS_Status_01,Inverter_Temp,42.07,C,CAN_FD_1
32.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.77,Deg,CAN_FD_1
32.000000,0x20C,EPS_Feedback_02,System_Voltage,12.21,V,CAN_FD_1
33.000000,0x18F,EPS_Status_01,Motor_Current,5.22,Amps,CAN_FD_1
33.000000,0x18F,EPS_Status_01,Inverter_Temp,42.01,C,CAN_FD_1
33.000000,0x20C,EPS_Feedback_02,Steering_Angle,15.19,Deg,CAN_FD_1
33.000000,0x20C,EPS_Feedback_02,System_Voltage,12.16,V,CAN_FD_1
34.000000,0x18F,EPS_Status_01,Motor_Current,5.00,Amps,CAN_FD_1
34.000000,0x18F,EPS_Status_01,Inverter_Temp,42.05,C,CAN_FD_1
34.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.70,Deg,CAN_FD_1
34.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
35.000000,0x18F,EPS_Status_01,Motor_Current,4.83,Amps,CAN_FD_1
35.000000,0x18F,EPS_Status_01,Inverter_Temp,42.02,C,CAN_FD_1
35.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.60,Deg,CAN_FD_1
35.000000,0x20C,EPS_Feedback_02,System_Voltage,12.20,V,CAN_FD_1
36.000000,0x18F,EPS_Status_01,Motor_Current,5.07,Amps,CAN_FD_1
36.000000,0x18F,EPS_Status_01,Inverter_Temp,42.03,C,CAN_FD_1
36.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.65,Deg,CAN_FD_1
36.000000,0x20C,EPS_Feedback_02,System_Voltage,12.24,V,CAN_FD_1
37.000000,0x18F,EPS_Status_01,Motor_Current,4.99,Amps,CAN_FD_1
37.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
37.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.52,Deg,CAN_FD_1
37.000000,0x20C,EPS_Feedback_02,System_Voltage,12.18,V,CAN_FD_1
38.000000,0x18F,EPS_Status_01,Motor_Current,5.03,Amps,CAN_FD_1
38.000000,0x18F,EPS_Status_01,Inverter_Temp,42.00,C,CAN_FD_1
38.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.02,Deg,CAN_FD_1
38.000000,0x20C,EPS_Feedback_02,System_Voltage,12.17,V,CAN_FD_1
39.000000,0x18F,EPS_Status_01,Motor_Current,5.00,Amps,CAN_FD_1
39.000000,0x18F,EPS_Status_01,Inverter_Temp,42.07,C,CAN_FD_1
39.000000,0x20C,EPS_Feedback_02,Steering_Angle,14.23,Deg,CAN_FD_1
39.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
40.000000,0x18F,EPS_Status_01,Motor_Current,4.85,Amps,CAN_FD_1
40.000000,0x18F,EPS_Status_01,Inverter_Temp,42.03,C,CAN_FD_1
40.000000,0x20C,EPS_Feedback_02,Steering_Angle,13.61,Deg,CAN_FD_1
40.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
41.000000,0x18F,EPS_Status_01,Motor_Current,4.82,Amps,CAN_FD_1
41.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
41.000000,0x20C,EPS_Feedback_02,Steering_Angle,13.26,Deg,CAN_FD_1
41.000000,0x20C,EPS_Feedback_02,System_Voltage,12.20,V,CAN_FD_1
42.000000,0x18F,EPS_Status_01,Motor_Current,4.96,Amps,CAN_FD_1
42.000000,0x18F,EPS_Status_01,Inverter_Temp,42.04,C,CAN_FD_1
42.000000,0x20C,EPS_Feedback_02,Steering_Angle,13.28,Deg,CAN_FD_1
42.000000,0x20C,EPS_Feedback_02,System_Voltage,12.27,V,CAN_FD_1
43.000000,0x18F,EPS_Status_01,Motor_Current,4.97,Amps,CAN_FD_1
43.000000,0x18F,EPS_Status_01,Inverter_Temp,42.02,C,CAN_FD_1
43.000000,0x20C,EPS_Feedback_02,Steering_Angle,12.51,Deg,CAN_FD_1
43.000000,0x20C,EPS_Feedback_02,System_Voltage,12.15,V,CAN_FD_1
44.000000,0x18F,EPS_Status_01,Motor_Current,4.77,Amps,CAN_FD_1
44.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
44.000000,0x20C,EPS_Feedback_02,Steering_Angle,12.48,Deg,CAN_FD_1
44.000000,0x20C,EPS_Feedback_02,System_Voltage,12.18,V,CAN_FD_1
45.000000,0x18F,EPS_Status_01,Motor_Current,5.27,Amps,CAN_FD_1
45.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
45.000000,0x20C,EPS_Feedback_02,Steering_Angle,11.27,Deg,CAN_FD_1
45.000000,0x20C,EPS_Feedback_02,System_Voltage,12.16,V,CAN_FD_1
46.000000,0x18F,EPS_Status_01,Motor_Current,4.91,Amps,CAN_FD_1
46.000000,0x18F,EPS_Status_01,Inverter_Temp,42.05,C,CAN_FD_1
46.000000,0x20C,EPS_Feedback_02,Steering_Angle,11.23,Deg,CAN_FD_1
46.000000,0x20C,EPS_Feedback_02,System_Voltage,12.14,V,CAN_FD_1
47.000000,0x18F,EPS_Status_01,Motor_Current,5.04,Amps,CAN_FD_1
47.000000,0x18F,EPS_Status_01,Inverter_Temp,42.02,C,CAN_FD_1
47.000000,0x20C,EPS_Feedback_02,Steering_Angle,10.38,Deg,CAN_FD_1
47.000000,0x20C,EPS_Feedback_02,System_Voltage,12.21,V,CAN_FD_1
48.000000,0x18F,EPS_Status_01,Motor_Current,4.97,Amps,CAN_FD_1
48.000000,0x18F,EPS_Status_01,Inverter_Temp,42.04,C,CAN_FD_1
48.000000,0x20C,EPS_Feedback_02,Steering_Angle,10.13,Deg,CAN_FD_1
48.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
49.000000,0x18F,EPS_Status_01,Motor_Current,5.33,Amps,CAN_FD_1
49.000000,0x18F,EPS_Status_01,Inverter_Temp,42.05,C,CAN_FD_1
49.000000,0x20C,EPS_Feedback_02,Steering_Angle,9.79,Deg,CAN_FD_1
49.000000,0x20C,EPS_Feedback_02,System_Voltage,12.25,V,CAN_FD_1
50.000000,0x18F,EPS_Status_01,Motor_Current,5.04,Amps,CAN_FD_1
50.000000,0x18F,EPS_Status_01,Inverter_Temp,42.04,C,CAN_FD_1
50.000000,0x20C,EPS_Feedback_02,Steering_Angle,8.68,Deg,CAN_FD_1
50.000000,0x20C,EPS_Feedback_02,System_Voltage,12.20,V,CAN_FD_1
51.000000,0x18F,EPS_Status_01,Motor_Current,5.15,Amps,CAN_FD_1
51.000000,0x18F,EPS_Status_01,Inverter_Temp,42.03,C,CAN_FD_1
51.000000,0x20C,EPS_Feedback_02,Steering_Angle,8.12,Deg,CAN_FD_1
51.000000,0x20C,EPS_Feedback_02,System_Voltage,12.18,V,CAN_FD_1
52.000000,0x18F,EPS_Status_01,Motor_Current,4.94,Amps,CAN_FD_1
52.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
52.000000,0x20C,EPS_Feedback_02,Steering_Angle,7.79,Deg,CAN_FD_1
52.000000,0x20C,EPS_Feedback_02,System_Voltage,12.18,V,CAN_FD_1
53.000000,0x18F,EPS_Status_01,Motor_Current,4.80,Amps,CAN_FD_1
53.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
53.000000,0x20C,EPS_Feedback_02,Steering_Angle,6.83,Deg,CAN_FD_1
53.000000,0x20C,EPS_Feedback_02,System_Voltage,12.20,V,CAN_FD_1
54.000000,0x18F,EPS_Status_01,Motor_Current,5.10,Amps,CAN_FD_1
54.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
54.000000,0x20C,EPS_Feedback_02,Steering_Angle,6.67,Deg,CAN_FD_1
54.000000,0x20C,EPS_Feedback_02,System_Voltage,12.22,V,CAN_FD_1
55.000000,0x18F,EPS_Status_01,Motor_Current,4.88,Amps,CAN_FD_1
55.000000,0x18F,EPS_Status_01,Inverter_Temp,42.01,C,CAN_FD_1
55.000000,0x20C,EPS_Feedback_02,Steering_Angle,5.67,Deg,CAN_FD_1
55.000000,0x20C,EPS_Feedback_02,System_Voltage,12.18,V,CAN_FD_1
56.000000,0x18F,EPS_Status_01,Motor_Current,5.17,Amps,CAN_FD_1
56.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
56.000000,0x20C,EPS_Feedback_02,Steering_Angle,4.78,Deg,CAN_FD_1
56.000000,0x20C,EPS_Feedback_02,System_Voltage,12.20,V,CAN_FD_1
57.000000,0x18F,EPS_Status_01,Motor_Current,5.08,Amps,CAN_FD_1
57.000000,0x18F,EPS_Status_01,Inverter_Temp,42.09,C,CAN_FD_1
57.000000,0x20C,EPS_Feedback_02,Steering_Angle,4.15,Deg,CAN_FD_1
57.000000,0x20C,EPS_Feedback_02,System_Voltage,12.14,V,CAN_FD_1
58.000000,0x18F,EPS_Status_01,Motor_Current,5.11,Amps,CAN_FD_1
58.000000,0x18F,EPS_Status_01,Inverter_Temp,42.01,C,CAN_FD_1
58.000000,0x20C,EPS_Feedback_02,Steering_Angle,3.99,Deg,CAN_FD_1
58.000000,0x20C,EPS_Feedback_02,System_Voltage,12.22,V,CAN_FD_1
59.000000,0x18F,EPS_Status_01,Motor_Current,4.73,Amps,CAN_FD_1
59.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
59.000000,0x20C,EPS_Feedback_02,Steering_Angle,2.67,Deg,CAN_FD_1
59.000000,0x20C,EPS_Feedback_02,System_Voltage,12.17,V,CAN_FD_1
60.000000,0x18F,EPS_Status_01,Motor_Current,5.09,Amps,CAN_FD_1
60.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
60.000000,0x20C,EPS_Feedback_02,Steering_Angle,2.03,Deg,CAN_FD_1
60.000000,0x20C,EPS_Feedback_02,System_Voltage,12.22,V,CAN_FD_1
61.000000,0x18F,EPS_Status_01,Motor_Current,5.10,Amps,CAN_FD_1
61.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
61.000000,0x20C,EPS_Feedback_02,Steering_Angle,1.46,Deg,CAN_FD_1
61.000000,0x20C,EPS_Feedback_02,System_Voltage,12.17,V,CAN_FD_1
62.000000,0x18F,EPS_Status_01,Motor_Current,4.89,Amps,CAN_FD_1
62.000000,0x18F,EPS_Status_01,Inverter_Temp,42.04,C,CAN_FD_1
62.000000,0x20C,EPS_Feedback_02,Steering_Angle,0.64,Deg,CAN_FD_1
62.000000,0x20C,EPS_Feedback_02,System_Voltage,12.16,V,CAN_FD_1
63.000000,0x18F,EPS_Status_01,Motor_Current,5.02,Amps,CAN_FD_1
63.000000,0x18F,EPS_Status_01,Inverter_Temp,42.07,C,CAN_FD_1
63.000000,0x20C,EPS_Feedback_02,Steering_Angle,0.23,Deg,CAN_FD_1
63.000000,0x20C,EPS_Feedback_02,System_Voltage,12.17,V,CAN_FD_1
64.000000,0x18F,EPS_Status_01,Motor_Current,4.80,Amps,CAN_FD_1
64.000000,0x18F,EPS_Status_01,Inverter_Temp,42.09,C,CAN_FD_1
64.000000,0x20C,EPS_Feedback_02,Steering_Angle,-0.57,Deg,CAN_FD_1
64.000000,0x20C,EPS_Feedback_02,System_Voltage,12.24,V,CAN_FD_1
65.000000,0x18F,EPS_Status_01,Motor_Current,4.99,Amps,CAN_FD_1
65.000000,0x18F,EPS_Status_01,Inverter_Temp,42.07,C,CAN_FD_1
65.000000,0x20C,EPS_Feedback_02,Steering_Angle,-1.72,Deg,CAN_FD_1
65.000000,0x20C,EPS_Feedback_02,System_Voltage,12.22,V,CAN_FD_1
66.000000,0x18F,EPS_Status_01,Motor_Current,5.04,Amps,CAN_FD_1
66.000000,0x18F,EPS_Status_01,Inverter_Temp,42.08,C,CAN_FD_1
66.000000,0x20C,EPS_Feedback_02,Steering_Angle,-2.18,Deg,CAN_FD_1
66.000000,0x20C,EPS_Feedback_02,System_Voltage,12.20,V,CAN_FD_1
67.000000,0x18F,EPS_Status_01,Motor_Current,4.67,Amps,CAN_FD_1
67.000000,0x18F,EPS_Status_01,Inverter_Temp,42.05,C,CAN_FD_1
67.000000,0x20C,EPS_Feedback_02,Steering_Angle,-2.73,Deg,CAN_FD_1
67.000000,0x20C,EPS_Feedback_02,System_Voltage,12.21,V,CAN_FD_1
68.000000,0x18F,EPS_Status_01,Motor_Current,4.91,Amps,CAN_FD_1
68.000000,0x18F,EPS_Status_01,Inverter_Temp,42.03,C,CAN_FD_1
68.000000,0x20C,EPS_Feedback_02,Steering_Angle,-3.97,Deg,CAN_FD_1
68.000000,0x20C,EPS_Feedback_02,System_Voltage,12.24,V,CAN_FD_1
69.000000,0x18F,EPS_Status_01,Motor_Current,4.91,Amps,CAN_FD_1
69.000000,0x18F,EPS_Status_01,Inverter_Temp,42.10,C,CAN_FD_1
69.000000,0x20C,EPS_Feedback_02,Steering_Angle,-5.18,Deg,CAN_FD_1
69.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
70.000000,0x18F,EPS_Status_01,Motor_Current,4.77,Amps,CAN_FD_1
70.000000,0x18F,EPS_Status_01,Inverter_Temp,42.06,C,CAN_FD_1
70.000000,0x20C,EPS_Feedback_02,Steering_Angle,-5.33,Deg,CAN_FD_1
70.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
71.000000,0x18F,EPS_Status_01,Motor_Current,5.32,Amps,CAN_FD_1
71.000000,0x18F,EPS_Status_01,Inverter_Temp,42.11,C,CAN_FD_1
71.000000,0x20C,EPS_Feedback_02,Steering_Angle,-5.83,Deg,CAN_FD_1
71.000000,0x20C,EPS_Feedback_02,System_Voltage,12.21,V,CAN_FD_1
72.000000,0x18F,EPS_Status_01,Motor_Current,5.05,Amps,CAN_FD_1
72.000000,0x18F,EPS_Status_01,Inverter_Temp,42.04,C,CAN_FD_1
72.000000,0x20C,EPS_Feedback_02,Steering_Angle,-6.83,Deg,CAN_FD_1
72.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
73.000000,0x18F,EPS_Status_01,Motor_Current,4.77,Amps,CAN_FD_1
73.000000,0x18F,EPS_Status_01,Inverter_Temp,42.09,C,CAN_FD_1
73.000000,0x20C,EPS_Feedback_02,Steering_Angle,-7.19,Deg,CAN_FD_1
73.000000,0x20C,EPS_Feedback_02,System_Voltage,12.25,V,CAN_FD_1
74.000000,0x18F,EPS_Status_01,Motor_Current,4.91,Amps,CAN_FD_1
74.000000,0x18F,EPS_Status_01,Inverter_Temp,42.05,C,CAN_FD_1
74.000000,0x20C,EPS_Feedback_02,Steering_Angle,-8.03,Deg,CAN_FD_1
74.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
75.000000,0x18F,EPS_Status_01,Motor_Current,4.90,Amps,CAN_FD_1
75.000000,0x18F,EPS_Status_01,Inverter_Temp,42.08,C,CAN_FD_1
75.000000,0x20C,EPS_Feedback_02,Steering_Angle,-8.73,Deg,CAN_FD_1
75.000000,0x20C,EPS_Feedback_02,System_Voltage,12.26,V,CAN_FD_1
76.000000,0x18F,EPS_Status_01,Motor_Current,4.75,Amps,CAN_FD_1
76.000000,0x18F,EPS_Status_01,Inverter_Temp,42.07,C,CAN_FD_1
76.000000,0x20C,EPS_Feedback_02,Steering_Angle,-9.30,Deg,CAN_FD_1
76.000000,0x20C,EPS_Feedback_02,System_Voltage,12.19,V,CAN_FD_1
77.000000,0x18F,EPS_Status_01,Motor_Current,4.91,Amps,CAN_FD_1
77.000000,0x18F,EPS_Status_01,Inverter_Temp,42.09,C,CAN_FD_1
77.000000,0x20C,EPS_Feedback_02,Steering_Angle,-9.37,Deg,CAN_FD_1
77.000000,0x20C,EPS_Feedback_02,System_Voltage,12.21,V,CAN_FD_1
78.000000,0x18F,EPS_Status_01,Motor_Current,5.08,Amps,CAN_FD_1
78.000000,0x18F,EPS_Status_01,Inverter_Temp,42.09,C,CAN_FD_1
78.000000,0x20C,EPS_Feedback_02,Steering_Angle,-10.37,Deg,CAN_FD_1
78.000000,0x20C,EPS_Feedback_02,System_Voltage,12.17,V,CAN_FD_1
79.000000,0x18F,EPS_Status_01,Motor_Current,5.14,Amps,CAN_FD_1
